"   Channel,  Energy(keV),   Counts"
"    6910,    1507.1914,          1"
"    6911,    1507.4101,          2"
"    6912,    1507.6288,          2"
"    6913,    1507.8475,          1"
"    6914,    1508.0663,          4"
"    6915,    1508.2850,          2"
"    6916,    1508.5037,          4"
"    6917,    1508.7224,          0"
"    6918,    1508.9411,          4"
"    6919,    1509.1598,          0"
"    6920,    1509.3785,          2"
"    6921,    1509.5973,          2"
"    6922,    1509.8160,          1"
"    6923,    1510.0347,          4"
"    6924,    1510.2534,          3"
"    6925,    1510.4721,          3"
"    6926,    1510.6908,          4"
"    6927,    1510.9096,          5"
"    6928,    1511.1283,          2"
"    6929,    1511.3470,          1"
"    6930,    1511.5657,          4"
"    6931,    1511.7844,          0"
"    6932,    1512.0031,          0"
"    6933,    1512.2219,          0"
"    6934,    1512.4406,          2"
"    6935,    1512.6593,          1"
"    6936,    1512.8780,          0"
"    6937,    1513.0967,          2"
"    6938,    1513.3154,          2"
"    6939,    1513.5341,          3"
"    6940,    1513.7529,          1"
"    6941,    1513.9716,          1"
"    6942,    1514.1903,          4"
"    6943,    1514.4090,          0"
"    6944,    1514.6277,          2"
"    6945,    1514.8464,          1"
"    6946,    1515.0652,          2"
"    6947,    1515.2839,          0"
"    6948,    1515.5026,          1"
"    6949,    1515.7213,          2"
"    6950,    1515.9400,          3"
"    6951,    1516.1587,          0"
"    6952,    1516.3775,          4"
"    6953,    1516.5962,          3"
"    6954,    1516.8149,          3"
"    6955,    1517.0336,          0"
"    6956,    1517.2523,          2"
"    6957,    1517.4710,          2"
"    6958,    1517.6897,          3"
"    6959,    1517.9085,          3"
"    6960,    1518.1272,          4"
"    6961,    1518.3459,          2"
"    6962,    1518.5646,          5"
"    6963,    1518.7833,          0"
"    6964,    1519.0020,          3"
"    6965,    1519.2208,          3"
"    6966,    1519.4395,          0"
"    6967,    1519.6582,          1"
"    6968,    1519.8769,          3"
"    6969,    1520.0956,          2"
"    6970,    1520.3143,          0"
"    6971,    1520.5331,          2"
"    6972,    1520.7518,          5"
"    6973,    1520.9705,          2"
"    6974,    1521.1892,          0"
"    6975,    1521.4079,          2"
"    6976,    1521.6266,          4"
"    6977,    1521.8453,          3"
"    6978,    1522.0641,          4"
"    6979,    1522.2828,          6"
"    6980,    1522.5015,          3"
"    6981,    1522.7202,          2"
"    6982,    1522.9389,          1"
"    6983,    1523.1576,          0"
"    6984,    1523.3764,          1"
"    6985,    1523.5951,          1"
"    6986,    1523.8138,          5"
"    6987,    1524.0325,          3"
"    6988,    1524.2512,          1"
"    6989,    1524.4699,          2"
"    6990,    1524.6887,          0"
"    6991,    1524.9074,          2"
"    6992,    1525.1261,          5"
"    6993,    1525.3448,          3"
"    6994,    1525.5635,          2"
"    6995,    1525.7822,          2"
"    6996,    1526.0009,          2"
"    6997,    1526.2197,          4"
"    6998,    1526.4384,          2"
"    6999,    1526.6571,          1"
"    7000,    1526.8758,          2"
"    7001,    1527.0945,          0"
"    7002,    1527.3132,          3"
"    7003,    1527.5320,          0"
"    7004,    1527.7507,          3"
"    7005,    1527.9694,          2"
"    7006,    1528.1881,          1"
"    7007,    1528.4068,          1"
"    7008,    1528.6255,          0"
"    7009,    1528.8443,          2"
"    7010,    1529.0630,          0"
"    7011,    1529.2817,          1"
"    7012,    1529.5004,          4"
"    7013,    1529.7191,          3"
"    7014,    1529.9378,          1"
"    7015,    1530.1565,          3"
"    7016,    1530.3753,          3"
"    7017,    1530.5940,          1"
"    7018,    1530.8127,          0"
"    7019,    1531.0314,          1"
"    7020,    1531.2501,          2"
"    7021,    1531.4688,          3"
"    7022,    1531.6876,          1"
"    7023,    1531.9063,          1"
"    7024,    1532.1250,          1"
"    7025,    1532.3437,          1"
"    7026,    1532.5624,          2"
"    7027,    1532.7811,          1"
"    7028,    1532.9999,          4"
"    7029,    1533.2186,          3"
"    7030,    1533.4373,          3"
"    7031,    1533.6560,          1"
"    7032,    1533.8747,          2"
"    7033,    1534.0934,          4"
"    7034,    1534.3121,          3"
"    7035,    1534.5309,          1"
"    7036,    1534.7496,          0"
"    7037,    1534.9683,          2"
"    7038,    1535.1870,          0"
"    7039,    1535.4057,          2"
"    7040,    1535.6244,          2"
"    7041,    1535.8432,          0"
"    7042,    1536.0619,          3"
"    7043,    1536.2806,          0"
"    7044,    1536.4993,          1"
"    7045,    1536.7180,          2"
"    7046,    1536.9367,          4"
"    7047,    1537.1555,          4"
"    7048,    1537.3742,          2"
"    7049,    1537.5929,          2"
"    7050,    1537.8116,          1"
"    7051,    1538.0303,          3"
"    7052,    1538.2490,          2"
"    7053,    1538.4678,          2"
"    7054,    1538.6865,          1"
"    7055,    1538.9052,          4"
"    7056,    1539.1239,          0"
"    7057,    1539.3426,          2"
"    7058,    1539.5613,          2"
"    7059,    1539.7800,          4"
"    7060,    1539.9988,          2"
"    7061,    1540.2175,          3"
"    7062,    1540.4362,          2"
"    7063,    1540.6549,          2"
"    7064,    1540.8736,          3"
"    7065,    1541.0923,          0"
"    7066,    1541.3111,          2"
"    7067,    1541.5298,          0"
"    7068,    1541.7485,          4"
"    7069,    1541.9672,          2"
"    7070,    1542.1859,          1"
"    7071,    1542.4046,          1"
"    7072,    1542.6234,          0"
"    7073,    1542.8421,          2"
"    7074,    1543.0608,          1"
"    7075,    1543.2795,          1"
"    7076,    1543.4982,          4"
"    7077,    1543.7169,          0"
"    7078,    1543.9356,          1"
"    7079,    1544.1544,          0"
"    7080,    1544.3731,          0"
"    7081,    1544.5918,          3"
"    7082,    1544.8105,          0"
"    7083,    1545.0292,          1"
"    7084,    1545.2479,          2"
"    7085,    1545.4667,          1"
"    7086,    1545.6854,          0"
"    7087,    1545.9041,          2"
"    7088,    1546.1228,          2"
"    7089,    1546.3415,          3"
"    7090,    1546.5602,          1"
"    7091,    1546.7790,          3"
"    7092,    1546.9977,          1"
"    7093,    1547.2164,          3"
"    7094,    1547.4351,          1"
"    7095,    1547.6538,          0"
"    7096,    1547.8725,          3"
"    7097,    1548.0912,          2"
"    7098,    1548.3100,          1"
"    7099,    1548.5287,          2"
"    7100,    1548.7474,          1"
"    7101,    1548.9661,          2"
"    7102,    1549.1848,          2"
"    7103,    1549.4035,          2"
"    7104,    1549.6223,          2"
"    7105,    1549.8410,          8"
"    7106,    1550.0597,          3"
"    7107,    1550.2784,          0"
"    7108,    1550.4971,          3"
"    7109,    1550.7158,          2"
"    7110,    1550.9346,          3"
"    7111,    1551.1533,          2"
"    7112,    1551.3720,          1"
"    7113,    1551.5907,          2"
"    7114,    1551.8094,          6"
"    7115,    1552.0281,          4"
"    7116,    1552.2468,          3"
"    7117,    1552.4656,          6"
"    7118,    1552.6843,          0"
"    7119,    1552.9030,          4"
"    7120,    1553.1217,          3"
"    7121,    1553.3404,          2"
"    7122,    1553.5591,          3"
"    7123,    1553.7779,          5"
"    7124,    1553.9966,          2"
"    7125,    1554.2153,          4"
"    7126,    1554.4340,          2"
"    7127,    1554.6527,          4"
"    7128,    1554.8714,          4"
"    7129,    1555.0902,          6"
"    7130,    1555.3089,         18"
"    7131,    1555.5276,         45"
"    7132,    1555.7463,         82"
"    7133,    1555.9650,        178"
"    7134,    1556.1837,        286"
"    7135,    1556.4024,        466"
"    7136,    1556.6212,        621"
"    7137,    1556.8399,        755"
"    7138,    1557.0586,        916"
"    7139,    1557.2773,        868"
"    7140,    1557.4960,        944"
"    7141,    1557.7147,        930"
"    7142,    1557.9335,        912"
"    7143,    1558.1522,        920"
"    7144,    1558.3709,        948"
"    7145,    1558.5896,       1041"
"    7146,    1558.8083,       1035"
"    7147,    1559.0270,       1001"
"    7148,    1559.2458,       1226"
"    7149,    1559.4645,       1301"
"    7150,    1559.6832,       1399"
"    7151,    1559.9019,       1554"
"    7152,    1560.1206,       1639"
"    7153,    1560.3393,       1801"
"    7154,    1560.5580,       1780"
"    7155,    1560.7768,       1682"
"    7156,    1560.9955,       1497"
"    7157,    1561.2142,       1301"
"    7158,    1561.4329,        982"
"    7159,    1561.6516,        683"
"    7160,    1561.8703,        473"
"    7161,    1562.0891,        250"
"    7162,    1562.3078,        128"
"    7163,    1562.5265,         59"
"    7164,    1562.7452,         25"
"    7165,    1562.9639,          5"
"    7166,    1563.1826,          5"
"    7167,    1563.4014,          2"
"    7168,    1563.6201,          3"
"    7169,    1563.8388,          2"
"    7170,    1564.0575,          4"
"    7171,    1564.2762,          3"
"    7172,    1564.4949,          2"
"    7173,    1564.7136,          1"
"    7174,    1564.9324,          2"
"    7175,    1565.1511,          2"
"    7176,    1565.3698,          1"
"    7177,    1565.5885,          0"
"    7178,    1565.8072,          1"
"    7179,    1566.0259,          3"
"    7180,    1566.2447,          1"
"    7181,    1566.4634,          1"
"    7182,    1566.6821,          2"
"    7183,    1566.9008,          0"
"    7184,    1567.1195,          2"
"    7185,    1567.3382,          0"
"    7186,    1567.5570,          2"
"    7187,    1567.7757,          1"
"    7188,    1567.9944,          2"
"    7189,    1568.2131,          4"
"    7190,    1568.4318,          3"
"    7191,    1568.6505,          3"
"    7192,    1568.8692,          2"
"    7193,    1569.0880,          4"
"    7194,    1569.3067,          1"
"    7195,    1569.5254,          1"
"    7196,    1569.7441,          0"
"    7197,    1569.9628,          3"
"    7198,    1570.1815,          1"
"    7199,    1570.4003,          0"
"    7200,    1570.6190,          1"
"    7201,    1570.8377,          3"
"    7202,    1571.0564,          3"
"    7203,    1571.2751,          2"
"    7204,    1571.4938,          2"
"    7205,    1571.7126,          3"
"    7206,    1571.9313,          1"
"    7207,    1572.1500,          1"
"    7208,    1572.3687,          1"
"    7209,    1572.5874,          1"
"    7210,    1572.8061,          2"
"    7211,    1573.0248,          4"
"    7212,    1573.2436,          0"
"    7213,    1573.4623,          0"
"    7214,    1573.6810,          1"
"    7215,    1573.8997,          4"
"    7216,    1574.1184,          0"
"    7217,    1574.3371,          0"
"    7218,    1574.5559,          1"
"    7219,    1574.7746,          1"
"    7220,    1574.9933,          1"
"    7221,    1575.2120,          4"
"    7222,    1575.4307,          0"
"    7223,    1575.6494,          1"
"    7224,    1575.8682,          0"
"    7225,    1576.0869,          2"
"    7226,    1576.3056,          0"
"    7227,    1576.5243,          2"
"    7228,    1576.7430,          1"
"    7229,    1576.9617,          0"
"    7230,    1577.1804,          0"
"    7231,    1577.3992,          0"
"    7232,    1577.6179,          0"
"    7233,    1577.8366,          0"
"    7234,    1578.0553,          1"
"    7235,    1578.2740,          2"
"    7236,    1578.4927,          0"
"    7237,    1578.7115,          3"
"    7238,    1578.9302,          0"
"    7239,    1579.1489,          2"
"    7240,    1579.3676,          1"
"    7241,    1579.5863,          0"
"    7242,    1579.8050,          1"
"    7243,    1580.0238,          3"
"    7244,    1580.2425,          2"
"    7245,    1580.4612,          2"
"    7246,    1580.6799,          1"
"    7247,    1580.8986,          1"
"    7248,    1581.1173,          1"
"    7249,    1581.3361,          3"
"    7250,    1581.5548,          2"
"    7251,    1581.7735,          3"
"    7252,    1581.9922,          1"
"    7253,    1582.2109,          3"
